Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60680000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60680000;2;01/12/2007;;1;1;"163,804";"77,0599";"109,2985";24;1;1;1;1;;0;"77,0599";"77,0599";"79,0885";"81,1378";"82,1702";"84,2504";"86,351";"89,5401";"91,6913";"93,8626";"96,0539";"99,378";"102,7466";"107,3065";"108,4586";"111,9441";"115,4728";"120,2445";"125,0921";"131,2572";"137,5385";"146,5255";"154,4059";"163,804";"154,4059";"141,3626";"128,7771";"110,7774";"102,7466";"96,0539";"91,6913";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/11/2007;;1;1;"88,472";"53,4992";"71,3899";12;1;1;1;1;;0;"53,4992";"56,1464";"59,7539";"62,5172";"66,2778";"71,0994";"73,0652";"75,0521";"79,0885";"82,1702";"85,2982";"88,472";"85,2982";"82,1702";"79,0885";"77,0599";"77,0599";"75,0521";"75,0521";"73,0652";"71,0994";"69,1548";"67,2315";"65,3296";"63,4493";"61,5907";"59,7539";"60,6695";"72,0797";"75,0521";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/10/2007;;1;1;"50,9026";"20,2175";"29,3999";31;18;1;1;1;;0;"31,3112";"30,6066";"30,6066";"29,9084";"29,2165";"29,2165";"28,5311";"27,852";"27,1794";"26,5133";"25,2008";"25,2008";"23,9146";"23,2815";"22,6551";"21,4226";"21,4226";"20,2175";"21,4226";"23,2815";"24,5544";"25,8538";"27,1794";"29,2165";"31,3112";"33,4626";"37,1721";"41,0336";"44,23";"47,5202";"50,9026";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/09/2007;;1;1;"44,23";"31,3112";"38,3668";1;30;1;1;1;;0;"44,23";"44,23";"44,23";"43,4221";"42,62";"41,8238";"41,8238";"41,0336";"41,0336";"40,2493";"39,471";"39,471";"40,2493";"40,2493";"40,2493";"39,471";"39,471";"37,9323";"36,4179";"36,4179";"35,6699";"34,9279";"34,1922";"33,4626";"34,9279";"34,1922";"33,4626";"32,7392";"32,0221";"31,3112";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/08/2007;;1;1;"78,0716";"45,0438";"57,1741";1;29;1;1;1;;0;"78,0716";"75,0521";"71,0994";"68,1904";"64,3867";"61,5907";"61,5907";"63,4493";"63,4493";"65,3296";"65,3296";"63,4493";"63,4493";"61,5907";"59,7539";"57,9391";"56,1464";"56,1464";"52,628";"50,9026";"49,1999";"49,1999";"47,5202";"47,5202";"46,6889";"45,8635";"45,8635";"45,8635";"45,0438";"45,0438";"45,0438";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/07/2007;;1;1;"87,409";"71,0994";"79,6947";1;27;1;1;1;;0;"87,409";"86,351";"86,351";"85,2982";"85,2982";"84,2504";"83,2078";"83,2078";"82,1702";"82,1702";"81,1378";"81,1378";"81,1378";"80,1106";"80,1106";"79,0885";"79,0885";"78,0716";"78,0716";"77,0599";"77,0599";"76,0534";"75,0521";"74,056";"73,0652";"72,0797";"71,0994";"74,056";"77,0599";"79,0885";"81,1378";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/06/2007;;1;1;"117,8491";"87,409";"99,9542";1;30;1;1;1;;0;"117,8491";"116,6586";"114,2917";"111,9441";"110,7774";"109,6156";"108,4586";"108,4586";"107,3065";"106,1592";"103,8793";"102,7466";"101,6188";"100,496";"100,496";"98,265";"98,265";"96,0539";"93,8626";"92,7745";"91,6913";"91,6913";"90,6132";"89,5401";"89,5401";"90,6132";"89,5401";"89,5401";"88,472";"87,409";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/05/2007;;1;1;"161,0965";"119,0445";"133,2732";1;31;1;1;1;;0;"161,0965";"157,0687";"151,761";"149,1342";"146,5255";"143,935";"141,3626";"138,8086";"136,273";"136,273";"137,5385";"136,273";"133,7558";"131,2572";"128,7771";"127,5441";"126,3158";"126,3158";"125,0921";"125,0921";"125,0921";"125,0921";"123,8731";"123,8731";"126,3158";"128,7771";"128,7771";"126,3158";"122,6589";"121,4494";"119,0445";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/04/2007;;1;1;"221,6019";"153,0812";"181,3134";1;18;1;1;1;;0;"221,6019";"217,0309";"214,0046";"209,4964";"205,0262";"200,594";"199,1251";"194,744";"190,4014";"184,6714";"179,0106";"177,6062";"176,2063";"173,4194";"170,6501";"163,804";"158,4069";"153,0812";"153,0812";"158,4069";"162,448";"166,5292";"170,6501";"176,2063";"179,0106";"186,0974";"184,6714";"177,6062";"170,6501";"165,1644";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/03/2007;;1;1;"364,2512";"215,5157";"270,9175";20;11;1;1;1;;0;"318,9141";"308,3888";"298,0031";"284,3746";"274,3188";"261,134";"248,2063";"241,8398";"230,8559";"221,6019";"215,5157";"220,0741";"223,1338";"227,7546";"245,0149";"267,6944";"294,5725";"324,2288";"353,1544";"364,2512";"351,3181";"338,5699";"322,4534";"294,5725";"266,0483";"243,4253";"238,681";"233,9736";"230,8559";"229,3032";"226,2102";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/02/2007;;1;1;"521,9902";"310,1333";"437,9007";11;27;1;1;1;;0;"400,2764";"419,7708";"427,6706";"437,6266";"448,1854";"457,9354";"465,3371";"475,3258";"488,0053";"511,3755";"521,9902";"503,5069";"490,5672";"477,8445";"453,0435";"448,1854";"467,8214";"488,0053";"482,9076";"457,9354";"439,6287";"423,7134";"392,5811";"373,6016";"354,9945";"331,3688";"310,1333";"311,8817";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60680000;2;01/01/2007;;1;1;"530,0439";"326,008";"381,2297";13;19;1;1;1;;0;"336,7639";"347,6568";"351,3181";"353,1544";"356,8383";"360,5373";"366,1138";"373,6016";"384,9449";"398,347";"423,7134";"477,8445";"530,0439";"516,6652";"462,8614";"384,9449";"344,0107";"333,1633";"326,008";"329,578";"344,0107";"354,9945";"364,2512";"371,724";"381,1489";"388,7556";"381,1489";"366,1138";"356,8383";"367,9802";"383,045";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/12/2006;;1;1;"554,6861";"261,134";"348,1961";16;1;1;1;1;;0;"261,134";"267,6944";"277,6549";"281,0068";"274,3188";"277,6549";"284,3746";"292,863";"299,7243";"294,5725";"294,5725";"362,3924";"419,7708";"455,4852";"482,9076";"554,6861";"498,3048";"431,6422";"388,7556";"373,6016";"366,1138";"360,5373";"356,8383";"351,3181";"345,8319";"338,5699";"329,578";"318,9141";"311,8817";"317,1502";"324,2288";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/11/2006;;1;1;"347,6568";"93,8626";"176,5451";13;20;1;1;1;;0;"136,273";"149,1342";"166,5292";"181,8323";"193,2922";"203,5446";"194,744";"196,2001";"205,0262";"223,1338";"264,4062";"308,3888";"347,6568";"284,3746";"190,4014";"143,935";"128,7771";"116,6586";"102,7466";"93,8626";"103,8793";"100,496";"108,4586";"116,6586";"127,5441";"138,8086";"137,5385";"166,5292";"212,4977";"253,0239";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/10/2006;;1;1;"186,0974";"75,0521";"137,8933";20;2;1;1;1;;0;"89,5401";"75,0521";"83,2078";"93,8626";"105,0168";"115,4728";"126,3158";"136,273";"146,5255";"154,4059";"151,761";"143,935";"136,273";"128,7771";"123,8731";"121,4494";"121,4494";"141,3626";"176,2063";"186,0974";"170,6501";"163,804";"159,7495";"157,0687";"153,0812";"149,1342";"154,4059";"157,0687";"159,7495";"151,761";"141,3626";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/09/2006;;1;1;"96,0539";"55,2584";"70,7845";30;22;1;1;1;;0;"78,0716";"84,2504";"84,2504";"82,1702";"81,1378";"79,0885";"77,0599";"75,0521";"73,0652";"70,1244";"67,2315";"65,3296";"62,5172";"60,6695";"62,5172";"67,2315";"65,3296";"63,4493";"60,6695";"57,9391";"56,1464";"55,2584";"58,8437";"62,5172";"66,2778";"67,2315";"71,0994";"79,0885";"93,8626";"96,0539";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/08/2006;;1;1;"91,6913";"74,056";"81,1272";1;27;1;1;1;;0;"91,6913";"91,6913";"91,6913";"91,6913";"89,5401";"89,5401";"87,409";"87,409";"85,2982";"85,2982";"84,2504";"83,2078";"82,1702";"79,0885";"76,0534";"77,0599";"78,0716";"78,0716";"77,0599";"77,0599";"77,0599";"76,0534";"76,0534";"75,0521";"75,0521";"75,0521";"74,056";"75,0521";"76,0534";"76,0534";"76,0534";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/07/2006;;1;1;"121,4494";"91,6913";"104,7377";1;31;1;1;1;;0;"121,4494";"120,2445";"119,0445";"117,8491";"116,6586";"114,2917";"108,4586";"103,8793";"102,7466";"100,496";"99,378";"98,265";"102,7466";"106,1592";"108,4586";"110,7774";"110,7774";"105,0168";"103,8793";"102,7466";"101,6188";"100,496";"102,7466";"105,0168";"98,265";"97,157";"96,0539";"93,8626";"93,8626";"92,7745";"91,6913";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/06/2006;;1;1;"172,0326";"121,4494";"139,3584";1;29;2;2;2;;0;"172,0326";"159,7495";"159,7495";"162,448";"159,7495";"151,761";"149,1342";"149,1342";"146,5255";"145,228";"143,935";"141,3626";"140,0833";"138,8086";"137,5385";"136,273";"133,7558";"133,7558";"132,5042";"131,2572";"131,2572";"128,7771";"128,7771";"126,3158";"126,3158";"125,0921";"123,8731";"122,6589";"121,4494";"121,4494";;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/05/2006;;1;1;"267,6944";"163,804";"199,5708";3;31;2;2;2;;0;"249,8081";"253,0239";"267,6944";"227,7546";"214,0046";"209,4964";"205,0262";"205,0262";"200,594";"200,594";"197,6605";"197,6605";"194,744";"190,4014";"188,9624";"188,9624";"184,6714";"180,4193";"180,4193";"180,4193";"179,0106";"180,4193";"245,0149";"209,4964";"197,6605";"188,9624";"184,6714";"176,2063";"176,2063";"167,8984";"163,804";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
60680000;2;01/04/2006;;1;1;"758,2865";"218,5504";"382,8559";12;29;2;2;2;;0;"331,3688";"344,0107";"354,9945";"375,4828";"398,347";"411,9292";"427,6706";"457,9354";"521,9902";"577,2019";"708,3757";"758,2865";"651,3502";"503,5069";"396,4214";"358,6859";"329,578";"310,1333";"390,6665";"386,8484";"360,5373";"282,6887";"253,0239";"240,2584";"235,5386";"230,8559";"227,7546";"223,1338";"218,5504";"218,5504";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
60680000;2;01/03/2006;;1;1;"503,5069";"251,414";"367,9907";16;3;2;2;2;;0;"264,4062";"253,0239";"251,414";"264,4062";"284,3746";"301,4494";"318,9141";"344,0107";"362,3924";"375,4828";"388,7556";"400,2764";"415,8428";"427,6706";"453,0435";"503,5069";"493,1377";"465,3371";"439,6287";"417,805";"411,9292";"396,4214";"392,5811";"392,5811";"384,9449";"373,6016";"351,3181";"336,7639";"315,3902";"308,3888";"318,9141";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1
60680000;2;01/02/2006;;1;1;"320,6818";"203,5446";"254,1055";25;14;1;1;1;;0;"267,6944";"251,414";"229,3032";"215,5157";"238,681";"253,0239";"248,2063";"245,0149";"241,8398";"237,1078";"232,4127";"220,0741";"205,0262";"203,5446";"210,9949";"226,2102";"235,5386";"248,2063";"259,5039";"274,3188";"281,0068";"287,7581";"296,2858";"308,3888";"320,6818";"308,3888";"291,1574";"277,6549";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60680000;2;01/01/2006;;1;1;"289,4558";"158,4069";"220,0733";8;23;1;1;1;;0;"202,0672";"214,0046";"226,2102";"235,5386";"253,0239";"264,4062";"274,3188";"289,4558";"287,7581";"281,0068";"267,6944";"241,8398";"224,6699";"217,0309";"210,9949";"202,0672";"196,2001";"188,9624";"183,2497";"176,2063";"170,6501";"163,804";"158,4069";"159,7495";"170,6501";"181,8323";"193,2922";"210,9949";"232,4127";"262,768";"281,0068";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/12/2005;;1;1;"455,4852";"138,8086";"283,5958";10;5;2;2;2;"0,0";0;"227,7546";"176,2063";"157,0687";"154,4059";"138,8086";"301,4494";"254,6378";"441,6343";"448,1854";"455,4852";"433,6334";"411,9292";"392,5811";"371,724";"353,1544";"334,9617";"315,3902";"298,0031";"279,3289";"262,768";"259,5039";"253,0239";"248,2063";"245,0149";"240,2584";"237,1078";"230,8559";"227,7546";"221,6019";"214,0046";"205,0262";2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/11/2005;;1;1;"311,8817";"44,23";"95,3087";30;1;2;2;2;;0;"44,23";"58,8437";"64,3867";"123,8731";"51,7625";"66,2778";"58,8437";"54,376";"68,1904";"51,7625";"54,376";"76,0534";"103,8793";"84,2504";"73,0652";"81,1378";"69,1548";"163,804";"130,0148";"84,2504";"76,0534";"107,3065";"74,056";"181,8323";"130,0148";"88,472";"81,1378";"82,1702";"163,804";"311,8817";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
60680000;2;01/10/2005;;1;1;"60,6695";"29,9084";"42,5175";4;13;1;1;1;;0;"56,1464";"57,04";"57,9391";"60,6695";"59,7539";"56,1464";"50,9026";"47,5202";"44,23";"41,0336";"37,9323";"33,4626";"29,9084";"29,9084";"31,3112";"34,1922";"36,4179";"37,9323";"37,9323";"40,2493";"41,0336";"42,62";"44,23";"45,0438";"41,8238";"40,2493";"37,1721";"33,4626";"32,0221";"37,9323";"41,8238";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/09/2005;;1;1;"53,4992";"34,9279";"43,2742";30;22;1;1;1;;0;"45,8635";"41,8238";"40,2493";"41,0336";"42,62";"44,23";"45,0438";"45,8635";"47,5202";"48,3572";"47,5202";"47,5202";"45,8635";"45,8635";"45,0438";"44,23";"42,62";"41,8238";"41,0336";"37,9323";"36,4179";"34,9279";"34,9279";"36,4179";"37,9323";"41,0336";"43,4221";"46,6889";"50,9026";"53,4992";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/08/2005;;1;1;"71,0994";"47,5202";"57,0901";1;30;1;1;1;;0;"71,0994";"69,1548";"69,1548";"67,2315";"66,2778";"65,3296";"64,3867";"63,4493";"61,5907";"59,7539";"57,9391";"57,04";"57,04";"57,9391";"57,9391";"57,04";"56,1464";"56,1464";"54,376";"54,376";"52,628";"50,9026";"50,9026";"50,9026";"50,0484";"49,1999";"49,1999";"49,1999";"48,3572";"47,5202";"47,5202";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/07/2005;;1;1;"88,472";"73,0652";"79,1384";1;25;1;1;1;;0;"88,472";"87,409";"86,351";"85,2982";"84,2504";"84,2504";"83,2078";"83,2078";"82,1702";"82,1702";"81,1378";"81,1378";"80,1106";"79,0885";"79,0885";"78,0716";"77,0599";"77,0599";"77,0599";"75,0521";"75,0521";"75,0521";"74,056";"74,056";"73,0652";"73,0652";"75,0521";"77,0599";"77,0599";"75,0521";"73,0652";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/06/2005;;1;1;"120,2445";"89,5401";"103,176";1;30;1;1;1;;0;"120,2445";"119,0445";"116,6586";"115,4728";"114,2917";"111,9441";"110,7774";"108,4586";"107,3065";"106,1592";"103,8793";"102,7466";"101,6188";"100,496";"99,378";"98,265";"96,0539";"98,265";"100,496";"102,7466";"103,8793";"101,6188";"100,496";"98,265";"96,0539";"94,9558";"93,8626";"91,6913";"90,6132";"89,5401";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/05/2005;;1;1;"184,6714";"117,8491";"137,8583";2;24;1;1;1;;0;"183,2497";"184,6714";"173,4194";"162,448";"155,7351";"149,1342";"145,228";"143,935";"141,3626";"140,0833";"143,935";"146,5255";"145,228";"140,0833";"135,0121";"131,2572";"128,7771";"126,3158";"123,8731";"121,4494";"121,4494";"119,0445";"119,0445";"117,8491";"119,0445";"126,3158";"126,3158";"126,3158";"126,3158";"126,3158";"123,8731";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/04/2005;;1;1;"666,8808";"162,448";"256,6042";1;22;2;2;2;;0;"666,8808";"585,7952";"498,3048";"398,347";"342,1933";"324,2288";"303,1784";"287,7581";"272,6567";"259,5039";"253,0239";"245,0149";"235,5386";"227,7546";"179,0106";"176,2063";"176,2063";"173,4194";"170,6501";"167,8984";"165,1644";"162,448";"166,5292";"170,6501";"173,4194";"179,0106";"184,6714";"190,4014";"183,2497";"179,0106";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/03/2005;;1;1;"1149,8373";"173,4194";"523,6548";21;1;2;2;2;"0,0";0;"173,4194";"179,0106";"549,1474";"810,4164";"615,0359";"490,5672";"460,3941";"396,4214";"298,0031";"369,8502";"419,7708";"301,4494";"253,0239";"245,0149";"245,0149";"217,0309";"193,2922";"206,5121";"467,8214";"1127,7189";"1149,8373";"964,5789";"600,3004";"560,2608";"620,9949";"495,7169";"455,4852";"731,394";"996,7063";"890,9793";"748,1282";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
60680000;2;01/02/2005;;1;1;"270,9986";"176,2063";"223,6351";17;28;1;1;1;;0;"227,7546";"235,5386";"246,6086";"253,0239";"245,0149";"235,5386";"227,7546";"221,6019";"214,0046";"210,9949";"220,0741";"224,6699";"232,4127";"245,0149";"257,8778";"267,6944";"270,9986";"259,5039";"238,681";"226,2102";"205,0262";"196,2001";"187,5278";"186,0974";"184,6714";"183,2497";"181,8323";"176,2063";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60680000;2;01/01/2005;;1;1;"450,6102";"188,9624";"263,2773";16;5;1;1;1;;0;"212,4977";"208,0021";"202,0672";"196,2001";"188,9624";"190,4014";"215,5157";"240,2584";"277,6549";"313,634";"322,4534";"299,7243";"274,3188";"249,8081";"333,1633";"450,6102";"400,2764";"291,1574";"282,6887";"277,6549";"274,3188";"270,9986";"267,6944";"261,134";"256,2558";"248,2063";"240,2584";"232,4127";"229,3032";"227,7546";"226,2102";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/12/2004;;1;1;"232,4127";"84,2504";"173,5326";29;1;1;1;1;;0;"84,2504";"93,8626";"106,1592";"119,0445";"133,7558";"145,228";"155,7351";"176,2063";"200,594";"220,0741";"223,1338";"205,0262";"194,744";"187,5278";"181,8323";"167,8984";"157,0687";"147,8276";"142,6465";"142,6465";"147,8276";"162,448";"167,8984";"176,2063";"196,2001";"210,9949";"221,6019";"227,7546";"232,4127";"229,3032";"221,6019";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/11/2004;;1;1;"96,0539";"61,5907";"78,109";18;27;1;1;1;;0;"75,0521";"72,0797";"67,2315";"64,3867";"67,2315";"73,0652";"79,0885";"85,2982";"89,5401";"84,2504";"81,1378";"79,0885";"76,0534";"77,0599";"82,1702";"87,409";"93,8626";"96,0539";"91,6913";"89,5401";"85,2982";"77,0599";"78,0716";"79,0885";"70,1244";"65,3296";"61,5907";"66,2778";"72,0797";"77,0599";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/10/2004;;1;1;"119,0445";"37,9323";"74,0092";18;10;1;1;1;;0;"42,62";"41,8238";"41,8238";"41,0336";"41,0336";"40,2493";"40,2493";"39,471";"39,471";"37,9323";"39,471";"43,4221";"57,04";"82,1702";"101,6188";"110,7774";"117,8491";"119,0445";"113,1155";"110,7774";"106,1592";"102,7466";"100,496";"96,0539";"89,5401";"86,351";"85,2982";"84,2504";"82,1702";"81,1378";"79,0885";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/09/2004;;1;1;"63,4493";"42,62";"51,9684";1;30;1;1;1;;0;"63,4493";"62,5172";"61,5907";"61,5907";"60,6695";"59,7539";"59,7539";"58,8437";"57,9391";"56,1464";"54,376";"52,628";"50,9026";"49,1999";"49,1999";"48,3572";"48,3572";"47,5202";"47,5202";"46,6889";"45,8635";"45,8635";"47,5202";"48,3572";"47,5202";"47,5202";"46,6889";"45,8635";"44,23";"42,62";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/08/2004;;1;1;"87,409";"64,3867";"77,168";1;31;1;1;1;;0;"87,409";"87,409";"87,409";"85,2982";"84,2504";"83,2078";"83,2078";"82,1702";"81,1378";"81,1378";"81,1378";"81,1378";"79,0885";"79,0885";"78,0716";"77,0599";"77,0599";"76,0534";"76,0534";"75,0521";"75,0521";"74,056";"73,0652";"72,0797";"71,0994";"70,1244";"69,1548";"68,1904";"67,2315";"65,3296";"64,3867";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/07/2004;;1;1;"113,1155";"88,472";"102,2903";14;31;1;1;1;;0;"111,9441";"110,7774";"110,7774";"109,6156";"108,4586";"107,3065";"106,1592";"105,0168";"105,0168";"105,0168";"107,3065";"108,4586";"110,7774";"113,1155";"110,7774";"108,4586";"107,3065";"106,1592";"102,7466";"100,496";"98,265";"96,0539";"94,9558";"93,8626";"92,7745";"91,6913";"90,6132";"89,5401";"89,5401";"89,5401";"88,472";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/06/2004;;1;1;"157,0687";"111,9441";"131,2963";2;30;1;1;1;;0;"154,4059";"157,0687";"149,1342";"146,5255";"143,935";"142,6465";"141,3626";"140,0833";"138,8086";"137,5385";"136,273";"133,7558";"132,5042";"131,2572";"131,2572";"128,7771";"128,7771";"126,3158";"126,3158";"125,0921";"123,8731";"121,4494";"121,4494";"121,4494";"119,0445";"119,0445";"117,8491";"116,6586";"114,2917";"111,9441";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60680000;2;01/05/2004;;1;1;"206,5121";"151,761";"177,6713";1;30;1;1;1;;0;"206,5121";"202,0672";"197,6605";"193,2922";"190,4014";"187,5278";"187,5278";"186,0974";"184,6714";"183,2497";"181,8323";"180,4193";"179,0106";"181,8323";"187,5278";"193,2922";"194,744";"188,9624";"183,2497";"176,2063";"170,6501";"167,8984";"165,1644";"162,448";"157,0687";"154,4059";"154,4059";"153,0812";"153,0812";"151,761";"151,761";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60680000;2;01/04/2004;;1;1;"441,6343";"208,0021";"289,6043";17;30;1;1;1;;0;"256,2558";"262,768";"270,9986";"279,3289";"281,0068";"284,3746";"298,0031";"301,4494";"291,1574";"287,7581";"329,578";"358,6859";"326,008";"296,2858";"329,578";"409,9779";"441,6343";"392,5811";"340,3797";"311,8817";"294,5725";"274,3188";"251,414";"232,4127";"224,6699";"218,5504";"214,0046";"210,9949";"209,4964";"208,0021";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
